BootsName,BootsMaterial,BootsBrand,BootsType,BootsPosition
Phantom GT,,Nike,Control,Midfield
Mercurial Vapor X,Synthetic,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GT DF,,Nike,Control,
Phantom GT DF,,Nike,Control,
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom GT,,Nike,Control,Midfield
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Tiempo Legend VIII,K Leather / Flyknit,Nike,Heritage,Defence
Phantom GT DF,,Nike,Control,
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom VNM,Flyknit,Nike,Striking,Attack
Phantom GT,,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Magista Opus II,Kangalite,Nike,Control,Midfield
Phantom VNM,Flyknit,Nike,Striking,Attack
Phantom GX DF,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Tiempo Legend VIII,K Leather / Flyknit,Nike,Heritage,Defence
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor XII,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor XIII,Flyknit,Nike,Speed,Attack
Tiempo Legend VIII,K Leather / Flyknit,Nike,Heritage,Defence
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Mercurial Superfly VII,Flyknit,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GT2,Flyknit,Nike,,Midfield
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor XIII,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Phantom GT2,Flyknit,Nike,,Midfield
Phantom GX,Gripknit,Nike,Control,Midfield
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom GT2,Flyknit,Nike,,Midfield
Phantom GX DF,Gripknit,Nike,Control,Midfield
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Phantom GT2 DF,Flyknit,Nike,,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Mercurial Vapor XIII,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor XIII,Flyknit,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom GT,,Nike,Control,Midfield
Mercurial Superfly VII,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Tiempo Legend VII,K Leather / Flyknit,Nike,Heritage,Defence
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom GT2,Flyknit,Nike,,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Mercurial Superfly VIII Elite iD,,Nike,Speed,
Phantom GT2,Flyknit,Nike,,Midfield
Phantom GT2,Flyknit,Nike,,Midfield
Phantom GT DF,,Nike,Control,
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Phantom GT,,Nike,Control,Midfield
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Phantom GX DF,Gripknit,Nike,Control,Midfield
Phantom GT2,Flyknit,Nike,,Midfield
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Phantom GT2 DF,Flyknit,Nike,,Midfield
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Mercurial Superfly VII,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Phantom GT2,Flyknit,Nike,,Midfield
Phantom GT2,Flyknit,Nike,,Midfield
Phantom GX DF,Gripknit,Nike,Control,Midfield
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom GT2,Flyknit,Nike,,Midfield
Phantom GX,Gripknit,Nike,Control,Midfield
Phantom GX,Gripknit,Nike,Control,Midfield
Mercurial Vapor XIII,Flyknit,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Phantom GT2,Flyknit,Nike,,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GT2,Flyknit,Nike,,Midfield
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom GT DF,,Nike,Control,
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Phantom GX DF,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Tiempo Legend VI,K Leather,Nike,Heritage,Defence
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Magista Opus II,Kangalite,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX DF,Gripknit,Nike,Control,Midfield
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Phantom GT2 DF,Flyknit,Nike,,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GT,,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Phantom GX,Gripknit,Nike,Control,Midfield
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom GX,Gripknit,Nike,Control,Midfield
Phantom GX DF,Gripknit,Nike,Control,Midfield
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Mercurial Superfly VII,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom VNM,Flyknit,Nike,Striking,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GT2,Flyknit,Nike,,Midfield
Phantom GT2,Flyknit,Nike,,Midfield
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom GT2,Flyknit,Nike,,Midfield
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Phantom GT2,Flyknit,Nike,,Midfield
Phantom GT2 DF,Flyknit,Nike,,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom GT2,Flyknit,Nike,,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Mercurial Vapor 14 iD,Flyknit,Nike,Speed,Attack
Phantom GX DF,Gripknit,Nike,Control,Midfield
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom GX DF,Gripknit,Nike,Control,Midfield
Phantom GT2,Flyknit,Nike,,Midfield
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Phantom GX,Gripknit,Nike,Control,Midfield
Phantom VNM,Flyknit,Nike,Striking,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Mercurial Vapor XIII,Flyknit,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Phantom VNM,Flyknit,Nike,Striking,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom GT2,Flyknit,Nike,,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GT2 DF,Flyknit,Nike,,Midfield
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Tiempo Legend VIII,K Leather / Flyknit,Nike,Heritage,Defence
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom GT DF,,Nike,Control,
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor XII,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX DF,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GT2,Flyknit,Nike,,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor XII Elite NJR,Flyknit,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX DF,Gripknit,Nike,Control,Midfield
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Phantom GX DF,Gripknit,Nike,Control,Midfield
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor XIII,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor XIII,Flyknit,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX DF,Gripknit,Nike,Control,Midfield
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom GX,Gripknit,Nike,Control,Midfield
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Phantom GX DF,Gripknit,Nike,Control,Midfield
Mercurial Vapor XIII,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Phantom GX DF,Gripknit,Nike,Control,Midfield
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GT DF,,Nike,Control,
Phantom GT2,Flyknit,Nike,,Midfield
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GT2 DF,Flyknit,Nike,,Midfield
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Mercurial Vapor XIII,Flyknit,Nike,Speed,Attack
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Phantom GT,,Nike,Control,Midfield
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GT2,Flyknit,Nike,,Midfield
Phantom GT,,Nike,Control,Midfield
Mercurial Vapor XIII,Flyknit,Nike,Speed,Attack
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Tiempo Legend VIII,K Leather / Flyknit,Nike,Heritage,Defence
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor XII,Flyknit,Nike,Speed,Attack
Magista Opus II,Kangalite,Nike,Control,Midfield
Mercurial Vapor IX,Synthetic,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom GT2,Flyknit,Nike,,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GT2,Flyknit,Nike,,Midfield
Phantom GT2 DF,Flyknit,Nike,,Midfield
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Phantom GT2,Flyknit,Nike,,Midfield
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Phantom GT2,Flyknit,Nike,,Midfield
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom VNM,Flyknit,Nike,Striking,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Mercurial Vapor XIII,Flyknit,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Phantom GX DF,Gripknit,Nike,Control,Midfield
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX DF,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX DF,Gripknit,Nike,Control,Midfield
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Phantom GX DF,Gripknit,Nike,Control,Midfield
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GT2,Flyknit,Nike,,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Superfly VI,Flyknit,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Mercurial Vapor XIII,Flyknit,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GT2,Flyknit,Nike,,Midfield
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Phantom VNM,Flyknit,Nike,Striking,Attack
Phantom GT,,Nike,Control,Midfield
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom GT DF,,Nike,Control,
Mercurial Vapor XIII,Flyknit,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor XIII,Flyknit,Nike,Speed,Attack
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Phantom VNM,Flyknit,Nike,Striking,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Phantom GX DF,Gripknit,Nike,Control,Midfield
Phantom GT,,Nike,Control,Midfield
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor IX,Synthetic,Nike,Speed,Attack
Phantom GX DF,Gripknit,Nike,Control,Midfield
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Phantom GT2,Flyknit,Nike,,Midfield
Tiempo Legend VII,K Leather / Flyknit,Nike,Heritage,Defence
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
